585,2,4,710,1,481
586,2,4,708,1,501
587,2,4,710,2,526
588,2,4,709,2,526
589,2,4,708,2,523
590,2,4,712,2,527
591,2,4,710,2,533
592,2,4,713,1,546
593,2,4,709,1,537
594,2,4,712,1,522
595,2,4,709,1,514
596,2,4,709,1,518
597,2,4,705,1,537
598,2,4,708,1,532
599,2,4,707,1,539
600,2,4,710,1,530
601,2,4,712,1,536
602,2,4,709,1,516
603,2,4,709,1,528
604,2,4,713,2,535
605,2,4,709,1,539
606,2,4,712,1,550
607,2,4,712,1,543
608,2,4,710,1,536
609,2,4,711,1,537
610,2,4,707,1,539
611,2,4,709,1,515
612,2,4,712,1,513
613,2,4,711,1,510
614,2,4,713,1,516
615,2,4,711,1,502
616,2,4,711,1,494
617,2,4,712,1,504
618,2,4,711,1,502
619,2,4,709,1,504
620,2,4,709,1,507
621,2,4,714,2,511
622,2,4,709,2,504
623,2,4,707,2,506
624,2,4,710,2,523
625,2,4,710,1,530
626,2,4,710,1,532
627,2,4,711,1,528
628,2,4,713,1,533
629,2,4,710,1,532
630,2,4,712,1,529
631,2,4,708,1,530
632,2,4,713,1,522
633,2,4,711,1,515
634,2,4,711,1,507
635,2,4,711,1,524
636,2,4,712,1,507
637,2,4,709,1,514
638,2,4,707,1,526
639,2,4,708,1,528
640,2,4,713,0,524
641,2,4,707,0,517
642,2,4,707,0,513
643,2,4,711,0,522
644,2,4,712,0,523
645,2,4,710,0,517
646,2,4,712,0,514
647,2,4,713,0,498
648,2,4,710,0,491
649,2,5,710,0,497
650,1,5,711,0,509
651,1,5,713,0,504
652,1,5,709,0,510
653,1,5,711,0,528
654,1,5,711,0,522
655,1,5,710,0,524
656,1,5,710,0,519
657,1,5,707,0,511
658,1,5,711,0,513
659,1,5,710,0,515
660,1,5,707,0,502
661,1,5,711,0,509
662,1,5,709,0,517
663,1,5,710,0,516
664,1,5,709,0,506
665,1,5,709,0,502
666,1,5,711,0,512
667,1,5,709,0,505
668,1,5,711,0,497
669,1,5,710,0,502
670,1,5,709,0,493
671,1,5,710,0,506
672,1,5,712,1,522
673,1,5,714,1,548
674,1,5,714,1,561
675,1,5,712,1,558
676,1,5,712,1,547
677,1,5,711,1,541
678,1,5,711,1,553
679,1,5,709,1,571
680,1,5,712,1,555
681,1,4,712,0,560
682,1,4,709,0,576
683,1,4,711,0,568
684,1,4,712,0,563
685,1,4,712,0,556
686,1,4,713,0,549
687,1,4,712,0,548
688,1,4,708,0,561
689,1,4,712,0,550
690,1,4,710,0,534
691,1,4,710,0,525
692,1,4,714,0,517
693,1,4,712,1,504
694,1,4,710,1,495
695,1,4,712,1,470
696,1,4,710,1,492
697,1,4,712,1,516
698,1,4,715,1,507
699,1,4,711,1,512
700,1,4,711,1,521
701,1,4,713,1,517
702,1,4,710,1,509
703,1,4,714,1,513
704,1,4,713,2,511
705,1,4,710,2,510
706,1,4,712,2,512
707,1,4,712,2,508
708,1,3,711,1,526
709,1,3,706,0,509
710,1,3,710,0,513
711,1,3,713,0,510
712,1,3,711,0,503
713,1,3,714,0,501
714,1,3,713,0,499
715,1,3,711,0,511
716,1,3,714,0,533
717,1,3,714,0,535
718,1,3,711,0,539
719,1,3,713,0,541
720,1,3,712,0,533
721,1,3,713,0,532
722,1,3,712,0,526
723,1,3,712,0,529
724,1,3,713,0,517
725,1,3,712,0,511
726,1,3,715,0,533
727,1,3,714,0,529
728,1,3,713,0,528
729,1,3,715,0,536
730,1,3,716,0,512
731,1,3,713,0,507
732,1,3,714,0,508
733,1,3,710,0,519
734,1,3,714,0,541
735,1,3,710,0,532
736,1,3,713,0,538
737,1,3,711,0,552
738,1,3,714,0,548
739,1,3,714,0,539
740,1,3,713,0,517
741,1,3,713,0,528
742,1,3,711,0,539
743,1,3,707,0,542
744,1,3,715,0,536
745,1,3,710,0,519
746,1,3,715,0,511
747,1,3,715,0,508
748,1,3,715,0,508
749,1,3,713,0,507
750,1,3,713,0,512
751,1,3,710,0,508
752,1,3,714,0,502
753,1,3,712,0,507
754,1,3,711,0,512
755,1,3,715,0,510
756,1,3,714,0,518
757,1,3,712,0,504
758,1,3,711,0,496
759,1,3,709,0,509
760,1,3,712,0,510
761,1,3,713,0,499
762,1,3,709,0,505
763,1,4,715,0,495
764,0,4,715,0,506
765,0,4,710,0,507
766,0,4,715,0,501
767,0,4,707,0,496
768,0,4,716,0,490
769,0,4,711,0,497
770,0,4,712,0,490
771,0,4,712,0,499
772,0,4,715,0,495
773,0,4,708,0,501
774,0,4,715,0,499
775,0,4,714,0,499
776,0,4,712,0,512
777,0,4,712,0,516
778,0,4,712,0,519
779,0,4,713,0,514
780,0,4,712,0,512
781,0,4,713,0,525
782,0,4,714,0,532
783,0,4,715,0,522
784,0,4,712,0,528
785,0,4,711,0,534
786,0,4,713,0,516
787,0,4,708,0,522
788,0,4,713,0,515
789,0,4,712,0,521
790,0,4,712,0,513
791,0,4,715,0,503
792,0,4,711,0,501
793,0,4,711,0,501
794,0,4,713,0,508
795,0,4,713,0,511
796,0,4,708,0,524
797,0,4,713,0,520
798,0,4,711,0,519
799,0,4,712,0,510
800,0,4,712,0,514
801,0,4,714,0,508
802,0,4,714,0,520
803,0,4,714,0,525
804,0,4,711,0,510
805,0,4,713,0,504
806,0,4,712,0,503
807,0,3,712,0,496
808,0,3,711,0,497
809,0,3,716,0,507
810,0,3,714,0,519
811,0,3,710,0,515
812,0,3,716,0,529
813,0,3,714,0,522
814,0,3,713,0,519
815,0,3,712,0,517
816,0,3,716,0,507
817,0,3,713,0,504
818,0,3,712,0,517
819,0,3,714,0,515
820,0,3,713,0,516
821,0,3,714,0,518
822,0,3,714,0,519
823,0,2,713,0,520
824,0,2,712,0,515
825,0,2,715,0,511
826,0,2,714,0,525
827,0,2,716,0,517
828,0,2,716,0,511
829,0,2,715,0,511
830,0,2,711,0,511
831,0,2,713,0,529
832,0,2,714,0,541
833,0,2,714,0,543
834,0,2,714,0,538
835,0,2,712,0,539
836,0,2,715,0,518
837,0,2,712,0,515
838,0,2,714,0,521
839,0,2,712,0,529
840,0,2,714,0,530
841,0,2,713,0,524
842,0,2,716,0,521
843,0,2,715,0,527
844,0,2,714,0,540
845,0,2,712,0,538
846,0,2,714,0,534
847,0,2,715,0,544
848,0,2,717,0,544
849,0,2,715,0,539
850,0,2,711,0,520
851,0,2,715,0,527
852,0,2,714,0,510
853,0,2,715,0,498
854,0,2,716,0,494
855,0,2,714,0,492
856,0,2,717,0,494
857,0,2,713,0,501
858,0,2,713,0,499
859,0,2,715,0,510
860,0,2,717,0,533
861,0,2,712,0,532
862,0,2,712,0,537
863,0,1,715,0,543
864,0,1,715,0,544
865,0,1,716,0,540
866,0,1,717,0,539
867,0,1,719,0,531
868,0,1,716,0,544
869,0,1,715,0,529
870,0,1,711,0,538
871,0,1,716,0,531
872,0,1,715,0,536
873,0,1,717,0,531
874,0,1,715,0,524
875,0,1,717,0,524
876,0,1,718,0,519
877,0,1,718,0,512
878,0,1,712,0,510
879,0,1,719,0,498
880,0,1,714,0,497
881,0,1,716,0,511
882,0,1,715,0,519
883,0,1,716,0,525
884,0,1,716,0,520
885,0,1,717,0,524
886,0,1,713,0,513
887,0,1,715,0,517
888,0,1,714,0,514
889,0,1,717,0,521
890,0,1,714,0,534
891,0,1,716,0,522
892,0,1,716,0,529
893,0,1,711,0,520
894,0,1,717,0,510
895,0,1,716,0,511
896,0,1,717,0,517
897,0,1,716,0,522
898,0,1,715,0,535
899,0,1,712,0,522
900,0,1,715,0,534
901,0,1,714,0,532
902,0,1,713,0,528
903,0,1,710,0,531
904,0,1,712,0,544
905,0,1,715,0,552
906,0,1,719,0,533
907,0,1,715,0,512
908,0,1,715,0,520
909,0,1,715,0,524
910,0,1,717,0,521
911,0,1,717,0,527
912,0,1,714,0,538
913,0,1,716,0,529
914,0,1,714,0,527
915,0,1,715,0,524
916,0,1,714,0,526
917,0,1,717,0,537
918,0,1,716,0,523
919,0,1,717,0,516
920,0,1,714,0,530
921,0,1,716,0,533
922,0,1,715,0,536
923,0,1,714,0,519
924,0,1,718,0,529
925,0,1,709,0,522
926,0,1,718,0,524
927,0,1,714,0,509
928,0,1,718,0,508
929,0,1,711,0,528
930,0,1,715,0,541
931,0,1,715,0,542
932,0,1,714,0,534
933,0,1,714,0,542
934,0,1,716,0,535
935,0,1,717,0,544
936,0,1,717,0,528
937,0,1,714,0,526
938,0,1,717,0,516
939,0,1,714,0,501
940,0,1,715,0,505
941,0,1,718,0,500
942,0,1,717,0,521
943,0,1,713,0,534
944,0,1,716,0,553
945,0,1,713,0,540
946,0,1,715,0,531
947,0,1,713,0,528
948,0,1,712,0,511
949,0,1,715,0,509
950,0,1,713,0,513
951,0,1,717,0,518
952,0,1,713,0,508
953,0,1,715,0,502
954,0,1,715,0,500
955,0,1,717,0,512
956,0,1,715,0,510
957,0,1,715,0,520
958,0,1,713,0,507
959,0,1,713,0,521
960,0,1,715,0,517
961,0,1,714,0,518
962,0,1,716,0,519
963,0,1,717,0,520
964,0,1,713,0,516
965,0,1,718,0,512
966,0,1,715,0,522
967,0,1,713,0,524
968,0,1,714,0,528
969,0,1,710,0,516
970,0,1,718,0,517
971,0,1,715,0,518
972,0,1,712,0,525
973,0,1,719,0,516
974,0,1,716,0,517
975,0,1,719,0,521
976,0,1,716,0,514
977,0,1,718,0,521
978,0,1,713,0,517
979,0,0,718,0,514
980,0,0,712,0,517
981,0,0,718,0,520
982,0,0,717,0,528
983,0,0,715,0,525
984,0,0,717,0,518
985,0,0,714,0,512
986,0,0,717,0,513
987,0,0,716,0,527
988,0,0,718,0,533
989,0,0,718,0,529
990,0,0,717,0,515
991,0,0,716,0,512
992,0,0,719,0,528
993,0,0,714,0,517
994,0,0,718,0,515
995,0,0,718,0,508
996,0,0,716,0,519
997,0,0,718,0,524
998,0,0,717,0,528
999,0,0,717,0,524
1000,0,0,712,0,456
1001,0,0,717,0,414
1002,0,0,714,0,375
1003,0,0,720,0,364
1004,0,0,717,0,340
1005,0,0,718,0,330
1006,0,0,718,0,324
1007,0,0,717,0,316
1008,0,0,717,0,326
1009,0,0,717,0,331
1010,0,0,718,0,346
1011,0,0,717,0,338
1012,0,0,715,0,312
1013,0,0,714,0,311
1014,0,0,718,0,309
1015,0,0,717,0,298
1016,0,0,718,0,292
1017,0,0,718,0,307
1018,0,0,717,0,320
1019,0,0,714,0,319
1020,0,0,719,0,313
1021,0,0,715,0,304
1022,0,0,713,0,312
1023,0,0,716,0,309
1024,0,0,713,0,326
1025,0,0,718,0,328
1026,0,0,719,0,305
1027,0,0,717,0,298
1028,0,0,715,0,323
1029,0,0,714,0,328
1030,0,0,718,0,321
1031,0,0,715,0,321
1032,0,0,716,0,323
1033,0,0,717,0,300
1034,0,0,714,0,296
1035,0,0,718,0,291
1036,0,0,716,0,300
1037,0,0,718,0,295
1038,0,0,716,0,313
1039,0,0,716,0,310
1040,0,0,719,0,301
1041,0,0,719,0,301
1042,0,0,717,0,298
1043,0,0,718,0,301
1044,0,0,718,0,299
1045,0,0,718,0,316
1046,0,0,719,0,309
1047,0,0,719,0,312
1048,0,0,715,0,300
1049,0,0,714,0,306
1050,0,0,718,0,288
1051,0,0,718,0,299
1052,0,0,716,0,313
1053,0,0,716,0,320
1054,0,0,718,0,325
1055,0,0,716,0,336
1056,0,0,719,0,324
1057,0,0,717,0,317
1058,0,0,718,0,303
1059,0,0,719,0,295
1060,0,0,716,0,271
1061,0,0,718,0,277
1062,0,0,715,0,261
1063,0,0,719,0,290
1064,0,0,712,0,307
1065,0,0,716,0,299
1066,0,0,712,0,303
1067,0,0,718,0,327
1068,0,0,716,0,319
1069,0,0,717,0,310
1070,0,0,719,0,322
1071,0,0,718,0,318
1072,0,0,716,0,320
1073,0,0,719,0,300
1074,0,0,711,0,318
1075,0,0,716,0,322
1076,0,0,717,0,325
1077,0,0,717,0,321
1078,0,0,719,0,325
1079,0,0,713,0,320
1080,0,0,717,0,326
1081,0,0,716,0,318
1082,0,0,717,0,302
1083,0,0,718,0,298
1084,0,0,713,0,306
1085,0,0,716,0,310
1086,0,0,717,0,318
1087,0,0,714,0,318
1088,0,0,716,0,316
1089,0,0,714,0,329
1090,0,0,718,0,318
1091,0,0,717,0,301
1092,0,0,716,0,305
1093,0,0,717,0,324
1094,0,0,717,0,319
1095,0,0,715,0,329
1096,0,0,713,0,320
1097,0,0,716,0,304
1098,0,0,716,0,314
1099,0,0,717,0,318
1100,0,0,717,0,309
1101,0,0,716,0,309
1102,0,0,717,0,309
1103,0,0,715,0,315
1104,0,0,719,0,321
1105,0,0,718,0,322
1106,0,0,713,0,317
1107,0,0,716,0,308
1108,0,0,715,0,307
1109,0,0,714,0,301
1110,0,0,717,0,304
1111,0,0,718,0,304
1112,0,0,716,0,302
1113,0,0,718,0,305
1114,0,0,716,0,299
1115,0,0,718,0,305
1116,0,0,718,0,319
1117,0,0,716,0,336
1118,0,0,715,0,312
1119,0,0,712,0,297
1120,0,0,717,0,310
1121,0,0,719,0,314
1122,0,0,719,0,302
1123,0,0,719,0,294
1124,0,0,716,0,304
1125,0,0,718,0,297
1126,0,0,713,0,297
1127,0,0,716,0,304
1128,0,0,715,0,283
1129,0,0,715,0,308
1130,0,0,718,0,313
1131,0,0,716,0,300
1132,0,0,716,0,316
1133,0,0,717,0,307
1134,0,0,718,0,303
1135,0,0,717,0,304
1136,0,0,714,0,328
1137,0,0,718,0,320
1138,0,0,717,0,333
1139,0,0,714,0,331
1140,0,0,719,0,332
1141,0,0,716,0,324
1142,0,0,716,0,333
1143,0,0,718,0,336
1144,0,0,717,0,319
1145,0,0,718,0,321
1146,0,0,718,0,317
1147,0,0,717,0,310
1148,0,0,716,0,301
1149,0,0,715,0,299
1150,0,0,718,0,290
1151,0,0,716,0,289
1152,0,0,718,0,297
